   2.77777785E-04   0.00000000    
   5.55555569E-04   0.00000000    
   8.33333354E-04   0.00000000    
   1.11111114E-03   0.00000000    
   1.38888892E-03   0.00000000    
   1.66666671E-03   0.00000000    
   1.94444449E-03   0.00000000    
   2.22222228E-03   0.00000000    
   2.49999994E-03   0.00000000    
   2.77777785E-03   0.00000000    
   3.05555551E-03   0.00000000    
   3.33333341E-03   0.00000000    
   3.61111108E-03   0.00000000    
   3.88888898E-03   0.00000000    
   4.16666688E-03   0.00000000    
   4.44444455E-03   0.00000000    
   4.72222222E-03   0.00000000    
   4.99999989E-03   0.00000000    
   5.27777756E-03   0.00000000    
   5.55555569E-03   0.00000000    
   5.83333336E-03   0.00000000    
   6.11111103E-03   0.00000000    
   6.38888869E-03   0.00000000    
   6.66666683E-03   0.00000000    
   6.94444450E-03   0.00000000    
   7.22222216E-03   0.00000000    
   7.49999983E-03   0.00000000    
   7.77777797E-03   0.00000000    
   8.05555563E-03   0.00000000    
   8.33333377E-03   0.00000000    
   8.61111097E-03   0.00000000    
   8.88888910E-03   0.00000000    
   9.16666631E-03   0.00000000    
   9.44444444E-03   0.00000000    
   9.72222257E-03   0.00000000    
   9.99999978E-03   0.00000000    
   1.02777779E-02   0.00000000    
   1.05555551E-02   0.00000000    
   1.08333332E-02   0.00000000    
   1.11111114E-02   0.00000000    
   1.13888886E-02   0.00000000    
   1.16666667E-02   0.00000000    
   1.19444449E-02   0.00000000    
   1.22222221E-02   0.00000000    
   1.25000002E-02   0.00000000    
   1.27777774E-02   0.00000000    
   1.30555555E-02   0.00000000    
   1.33333337E-02   0.00000000    
   1.36111109E-02   0.00000000    
   1.38888890E-02   0.00000000    
   1.41666671E-02   0.00000000    
   1.44443056E-02   6.21027539E-06
   1.47216106E-02   1.57027025E-05
   1.49984993E-02   2.88296524E-05
   1.52749717E-02   4.49613071E-05
   1.55508053E-02   6.40777653E-05
   1.58261117E-02   8.60303408E-05
   1.61005836E-02   1.10791283E-04
   1.63739715E-02   1.38676434E-04
   1.66461114E-02   1.69941937E-04
   1.69171393E-02   2.04593976E-04
   1.71868615E-02   2.42389986E-04
   1.74553599E-02   2.83254427E-04
   1.77226104E-02   3.26959562E-04
   1.79880839E-02   3.73435876E-04
   1.82519443E-02   4.22791549E-04
   1.85141116E-02   4.74860281E-04
   1.87746659E-02   5.29683195E-04
   1.90334730E-02   5.87028160E-04
   1.92901399E-02   6.46819361E-04
   1.95442773E-02   7.09080021E-04
   1.97964441E-02   7.73940992E-04
   2.00462788E-02   8.41276778E-04
   2.02937778E-02   9.10949660E-04
   2.05389727E-02   9.82945901E-04
   2.07817499E-02   1.05716649E-03
   2.10224167E-02   1.13358733E-03
   2.12606397E-02   1.21204869E-03
   2.14961395E-02   1.29241217E-03
   2.17291936E-02   1.37468916E-03
   2.19595823E-02   1.45861786E-03
   2.21869722E-02   1.54442131E-03
   2.24119164E-02   1.63182511E-03
   2.26340815E-02   1.72083138E-03
   2.28533335E-02   1.81115721E-03
   2.30700281E-02   1.90314348E-03
   2.32842509E-02   1.99666363E-03
   2.34956946E-02   2.09133117E-03
   2.37049442E-02   2.18750513E-03
   2.39111669E-02   2.28467910E-03
   2.41143610E-02   2.38269544E-03
   2.43141111E-02   2.48148572E-03
   2.45102774E-02   2.58081313E-03
   2.47036926E-02   2.68119108E-03
   2.48942785E-02   2.78230780E-03
   2.50814166E-02   2.88408413E-03
   2.52653062E-02   2.98639876E-03
   2.54455842E-02   3.08897672E-03
   2.56225262E-02   3.19179078E-03
   2.57960558E-02   3.29500507E-03
   2.59659458E-02   3.39844008E-03
   2.61323620E-02   3.50190024E-03
   2.62956116E-02   3.60572385E-03
   2.64558196E-02   3.70948156E-03
   2.66127624E-02   3.81286442E-03
   2.67672781E-02   3.91627895E-03
   2.69185696E-02   4.01945133E-03
   2.70664729E-02   4.12126584E-03
   2.72118617E-02   4.22336394E-03
   2.73542516E-02   4.32452327E-03
   2.74934731E-02   4.42455802E-03
   2.76300274E-02   4.52320045E-03
   2.77639572E-02   4.62097814E-03
